ID_USER,genero,monto,fecha,hora,dispositivo,establecimiento,ciudad,tipo_tc,linea_tc,interes_tc,status_txn,is_prime,dcto,cashback,fraude
0,F,6083456335,21/01/2020,20,{'model': 2020; 'device_score': 3; 'os': 'ANDROID'},Super,Merida,Fisica,71000,51,Aceptada,FALSE,6083456335,5475110702,FALSE
5,M,31780052,25/01/2020,11,{'model': 2020; 'device_score': 2; 'os': 'WEB'},Farmacia,Monterrey,Fisica,33000,54,En proceso,FALSE,0,31780052,FALSE
5,M,6808970683,4/1/2020,15,{'model': 2020; 'device_score': 5; 'os': '%%'},Super,Monterrey,Fisica,33000,54,Aceptada,FALSE,1361794137,5447176546,FALSE
5,M,2430206747,11/1/2020,3,{'model': 2020; 'device_score': 1; 'os': '},,Monterrey,Fisica,33000,54,Aceptada,FALSE,0,2430206747,TRUE
6,F,6505538036,26/01/2020,16,{'model': 2020; 'device_score': 3; 'os': '},Super,Guadalajara,Fisica,39000,55,Aceptada,FALSE,0,6505538036,FALSE
7,--,9051150722,22/01/2020,23,{'model': 2020; 'device_score': 4; 'os': 'ANDROID'},NA,Guadalajara,Virtual,72000,57,Aceptada,FALSE,9051150722,162920713,FALSE
7,--,3926937372,16/01/2020,10,{'model': 2020; 'device_score': 1; 'os': '%%'},NA,Guadalajara,Fisica,72000,57,Aceptada,FALSE,0,3926937372,FALSE
7,--,6216047006,19/01/2020,13,{'model': 2020; 'device_score': 2; 'os': '%%'},MPago,Guadalajara,Fisica,72000,57,Aceptada,FALSE,0,6216047006,FALSE
7,--,4372167021,4/1/2020,17,{'model': 2020; 'device_score': 1; 'os': 'WEB'},Abarrotes,Guadalajara,Fisica,72000,57,Aceptada,FALSE,0,437216702,TRUE
7,--,4442993421,17/01/2020,6,{'model': 2020; 'device_score': 3; 'os': 'WEB'},NA,Guadalajara,Virtual,72000,57,En proceso,FALSE,0,8885986842,FALSE
8,M,4601188027,12/1/2020,18,{'model': 2020; 'device_score': 1; 'os': 'ANDROID'},N/A,,Fisica,76000,58,Aceptada,FALSE,4601188027,4141069224,FALSE
8,M,9721334966,5/1/2020,14,{'model': 2020; 'device_score': 4; 'os': 'ANDROID'},Restaurante,,Fisica,76000,58,Aceptada,FALSE,0,9721334966,FALSE
8,M,1217157878,26/01/2020,21,{'model': 2020; 'device_score': 2; 'os': '},Abarrotes,,Fisica,76000,58,Aceptada,FALSE,0,1217157878,FALSE
8,M,5947690795,12/1/2020,3,{'model': 2020; 'device_score': 4; 'os': 'WEB'},NA,,Virtual,76000,58,Rechazada,FALSE,5947690795,1070584343,FALSE
8,M,6894506893,15/01/2020,4,{'model': 2020; 'device_score': 1; 'os': '},Restaurante,,Fisica,76000,58,Aceptada,FALSE,0,6894506893,FALSE
8,M,5158899492,29/01/2020,3,{'model': 2020; 'device_score': 1; 'os': 'ANDROID'},Super,,Fisica,76000,58,En proceso,FALSE,0,515889949,FALSE
8,M,859038243,30/01/2020,13,{'model': 2020; 'device_score': 4; 'os': 'ANDROID'},Restaurante,,Fisica,76000,58,Aceptada,FALSE,0,859038243,FALSE
9,F,6876252621,21/01/2020,4,{'model': 2020; 'device_score': 1; 'os': '},NA,NA,Fisica,62000,45,En proceso,FALSE,6876252621,6188627359,FALSE
9,F,3051780781,4/1/2020,11,{'model': 2020; 'device_score': 1; 'os': 'ANDROID'},,NA,Fisica,62000,45,Aceptada,FALSE,3051780781,2746602703,FALSE
9,F,2533271473,14/01/2020,8,{'model': 2020; 'device_score': 1; 'os': 'WEB'},MPago,NA,Fisica,62000,45,Aceptada,FALSE,0,2533271473,TRUE
9,F,1847114828,16/01/2020,12,{'model': 2020; 'device_score': 1; 'os': 'ANDROID'},,NA,Virtual,62000,45,Rechazada,FALSE,0,369422966,FALSE
9,F,6379485516,17/01/2020,18,{'model': 2020; 'device_score': 5; 'os': 'WEB'},,NA,Fisica,62000,45,En proceso,FALSE,0,6379485516,FALSE
9,F,8123275524,27/01/2020,23,{'model': 2020; 'device_score': 1; 'os': '},Farmacia,NA,Fisica,62000,45,Aceptada,FALSE,0,8123275524,FALSE
9,F,4492023715,7/1/2020,18,{'model': 2020; 'device_score': 3; 'os': '},Super,NA,Virtual,62000,45,Aceptada,FALSE,0,898404743,FALSE
9,F,586507627,18/01/2020,16,{'model': 2020; 'device_score': 1; 'os': '%%'},MPago,NA,Virtual,62000,45,Aceptada,FALSE,586507627,1055713729,FALSE
9,F,9490079551,7/1/2020,7,{'model': 2020; 'device_score': 4; 'os': 'ANDROID'},MPago,NA,Fisica,62000,45,Rechazada,FALSE,949007955,85410716,FALSE
9,F,5815642017,26/01/2020,6,{'model': 2020; 'device_score': 1; 'os': 'WEB'},Abarrotes,NA,Fisica,62000,45,Aceptada,FALSE,0,5815642017,FALSE
10,M,9487450691,29/01/2020,7,{'model': 2020; 'device_score': 5; 'os': '%%'},Super,Monterrey,Virtual,44000,42,Aceptada,FALSE,1897490138,151799211,FALSE
10,M,7235893626,12/1/2020,17,{'model': 2020; 'device_score': 3; 'os': '},Restaurante,Monterrey,Fisica,44000,42,Aceptada,FALSE,0,7235893626,FALSE
10,M,7847254218,18/01/2020,21,{'model': 2020; 'device_score': 2; 'os': 'ANDROID'},Abarrotes,Monterrey,Virtual,44000,42,En proceso,FALSE,0,1569450844,FALSE
11,F,5136973955,28/01/2020,2,{'model': 2020; 'device_score': 2; 'os': '%%'},Super,,Fisica,81000,57,Aceptada,FALSE,0,5136973955,FALSE
12,M,1884987298,14/01/2020,9,{'model': 2020; 'device_score': 3; 'os': 'ANDROID'},Farmacia,Monterrey,Fisica,64000,45,Aceptada,FALSE,1884987298,1696488568,FALSE
12,M,169384236,3/1/2020,17,{'model': 2020; 'device_score': 2; 'os': '},Restaurante,Monterrey,Fisica,64000,45,Rechazada,FALSE,0,169384236,FALSE
12,M,3148805156,10/1/2020,12,{'model': 2020; 'device_score': 5; 'os': '},Abarrotes,Monterrey,Fisica,64000,45,Aceptada,FALSE,3148805156,2833924641,FALSE
13,--,9726180779,2/1/2020,10,{'model': 2020; 'device_score': 2; 'os': '%%'},,Merida,Virtual,34000,48,Aceptada,TRUE,0,1945236156,FALSE
13,--,8632159086,27/01/2020,13,{'model': 2020; 'device_score': 1; 'os': 'ANDROID'},Farmacia,Merida,Fisica,34000,48,Aceptada,TRUE,8632159086,776894318,FALSE
13,--,2949425164,12/1/2020,16,{'model': 2020; 'device_score': 4; 'os': '%%'},NA,Merida,Fisica,34000,48,Aceptada,TRUE,2949425164,2654482648,FALSE
13,--,2769087653,17/01/2020,5,{'model': 2020; 'device_score': 3; 'os': 'ANDROID'},Super,Merida,Fisica,34000,48,En proceso,TRUE,0,2769087653,FALSE
13,--,5343527573,13/01/2020,23,{'model': 2020; 'device_score': 5; 'os': 'ANDROID'},,Merida,Virtual,34000,48,Aceptada,TRUE,1068705515,8549644116,FALSE
14,M,4999110127,6/1/2020,15,{'model': 2020; 'device_score': 5; 'os': '%%'},N/A,Toluca,Fisica,67000,35,Aceptada,FALSE,0,4999110127,FALSE
14,M,2368562229,3/1/2020,1,{'model': 2020; 'device_score': 4; 'os': '},Farmacia,Toluca,Fisica,67000,35,Aceptada,FALSE,0,2368562229,FALSE
14,M,1978947623,4/1/2020,16,{'model': 2020; 'device_score': 5; 'os': 'ANDROID'},NA,Toluca,Fisica,67000,35,Aceptada,FALSE,0,197894762,TRUE
14,M,6341325603,20/01/2020,3,{'model': 2020; 'device_score': 4; 'os': '},Farmacia,Toluca,Virtual,67000,35,Aceptada,FALSE,0,1268265121,FALSE
14,M,8230559347,9/1/2020,9,{'model': 2020; 'device_score': 2; 'os': '%%'},Restaurante,Toluca,Fisica,67000,35,Aceptada,FALSE,8230559347,7407503413,FALSE
14,M,8267100295,3/1/2020,1,{'model': 2020; 'device_score': 2; 'os': 'ANDROID'},Farmacia,Toluca,Virtual,67000,35,Aceptada,FALSE,8267100295,1488078053,FALSE
14,M,4993875434,8/1/2020,5,{'model': 2020; 'device_score': 5; 'os': 'WEB'},NA,Toluca,Virtual,67000,35,Aceptada,FALSE,0,9987750869,FALSE
14,M,6709361402,25/01/2020,22,{'model': 2020; 'device_score': 2; 'os': 'ANDROID'},MPago,Toluca,Fisica,67000,35,Aceptada,FALSE,0,6709361402,FALSE
14,M,4095437679,7/1/2020,14,{'model': 2020; 'device_score': 4; 'os': '%%'},MPago,Toluca,Virtual,67000,35,Aceptada,FALSE,4095437679,7371787822,FALSE
14,M,7028178848,17/01/2020,8,{'model': 2020; 'device_score': 1; 'os': 'WEB'},,Toluca,Fisica,67000,35,Aceptada,FALSE,7028178848,6325360963,FALSE
14,M,4155992852,28/01/2020,8,{'model': 2020; 'device_score': 3; 'os': '},NA,Toluca,Fisica,67000,35,Aceptada,FALSE,8311985703,3324794281,FALSE
14,M,5596940082,12/1/2020,19,{'model': 2020; 'device_score': 1; 'os': 'ANDROID'},Farmacia,Toluca,Fisica,67000,35,En proceso,FALSE,0,559694008,FALSE
14,M,712338018,29/01/2020,16,{'model': 2020; 'device_score': 5; 'os': '%%'},Abarrotes,Toluca,Fisica,67000,35,Rechazada,FALSE,0,712338018,FALSE
15,M,1334416696,12/1/2020,5,{'model': 2020; 'device_score': 1; 'os': '},Super,Toluca,Virtual,87000,43,Aceptada,FALSE,1334416696,2401950053,FALSE
15,M,1002492617,16/01/2020,21,{'model': 2020; 'device_score': 2; 'os': 'ANDROID'},Abarrotes,Toluca,Fisica,87000,43,En proceso,FALSE,0,1002492617,FALSE
15,M,3326512343,2/1/2020,6,{'model': 2020; 'device_score': 5; 'os': '%%'},,Toluca,Fisica,87000,43,Aceptada,FALSE,0,3326512343,FALSE
15,M,9067733692,5/1/2020,23,{'model': 2020; 'device_score': 5; 'os': 'WEB'},Restaurante,Toluca,Virtual,87000,43,En proceso,FALSE,9067733692,1632192065,FALSE
15,M,6274017008,9/1/2020,7,{'model': 2020; 'device_score': 1; 'os': 'ANDROID'},Super,Toluca,Fisica,87000,43,Rechazada,FALSE,0,6274017008,FALSE
15,M,4211706331,22/01/2020,21,{'model': 2020; 'device_score': 1; 'os': 'WEB'},Abarrotes,Toluca,Virtual,87000,43,En proceso,FALSE,0,8423412662,FALSE
15,M,8934629686,30/01/2020,4,{'model': 2020; 'device_score': 5; 'os': '%%'},Super,Toluca,Fisica,87000,43,Aceptada,FALSE,0,8934629686,FALSE
15,M,7073573677,22/01/2020,19,{'model': 2020; 'device_score': 1; 'os': '},N/A,Toluca,Fisica,87000,43,Aceptada,FALSE,0,7073573677,FALSE
16,M,7121848213,9/1/2020,14,{'model': 2020; 'device_score': 3; 'os': 'ANDROID'},NA,N/A,Fisica,67000,46,Aceptada,FALSE,7121848213,6409663392,FALSE
16,M,4796308898,7/1/2020,9,{'model': 2020; 'device_score': 1; 'os': 'WEB'},Super,N/A,Virtual,67000,46,En proceso,FALSE,4796308898,8633356016,FALSE
16,M,346047056,26/01/2020,16,{'model': 2020; 'device_score': 5; 'os': '},Restaurante,N/A,Fisica,67000,46,Rechazada,FALSE,0,346047056,FALSE
16,M,7084591551,5/1/2020,14,{'model': 2020; 'device_score': 2; 'os': '},MPago,N/A,Fisica,67000,46,En proceso,FALSE,0,7084591551,FALSE
17,M,8571079772,13/01/2020,19,{'model': 2020; 'device_score': 4; 'os': 'WEB'},NA,Guadalajara,Fisica,76000,49,Aceptada,FALSE,8571079772,7713971795,FALSE
18,M,74922238,23/01/2020,21,{'model': 2020; 'device_score': 3; 'os': 'ANDROID'},Restaurante,Merida,Fisica,65000,57,Aceptada,FALSE,0,74922238,FALSE
19,F,6167447328,17/01/2020,6,{'model': 2020; 'device_score': 4; 'os': '%%'},Abarrotes,,Fisica,28000,42,Rechazada,FALSE,1233489466,4933957863,FALSE
19,F,8804489825,9/1/2020,3,{'model': 2020; 'device_score': 1; 'os': '%%'},N/A,,Fisica,28000,42,Aceptada,FALSE,0,8804489825,FALSE
19,F,9622321431,29/01/2020,11,{'model': 2020; 'device_score': 1; 'os': '},Abarrotes,,Fisica,28000,42,Aceptada,FALSE,0,9622321431,FALSE
19,F,607585501,19/01/2020,11,{'model': 2020; 'device_score': 1; 'os': '},Super,,Virtual,28000,42,En proceso,FALSE,607585501,1093653902,FALSE
19,F,8786056021,30/01/2020,7,{'model': 2020; 'device_score': 3; 'os': '%%'},,,Fisica,28000,42,Aceptada,FALSE,0,8786056021,FALSE
19,F,1050649153,8/1/2020,11,{'model': 2020; 'device_score': 1; 'os': 'ANDROID'},Restaurante,,Virtual,28000,42,Aceptada,FALSE,1050649153,1891168476,FALSE
19,F,5673371532,25/01/2020,23,{'model': 2020; 'device_score': 2; 'os': 'ANDROID'},Super,,Fisica,28000,42,En proceso,FALSE,0,5673371532,FALSE
19,F,5667673933,15/01/2020,1,{'model': 2020; 'device_score': 4; 'os': 'WEB'},Farmacia,,Fisica,28000,42,Aceptada,FALSE,0,5667673933,FALSE
19,F,4070349166,25/01/2020,8,{'model': 2020; 'device_score': 4; 'os': 'ANDROID'},Super,,Virtual,28000,42,Aceptada,FALSE,0,8140698332,FALSE
19,F,4285217574,24/01/2020,22,{'model': 2020; 'device_score': 2; 'os': 'ANDROID'},Abarrotes,,Virtual,28000,42,En proceso,FALSE,0,8570435149,FALSE
19,F,5880450688,22/01/2020,5,{'model': 2020; 'device_score': 1; 'os': '%%'},Super,,Fisica,28000,42,Aceptada,FALSE,0,5880450688,FALSE
19,F,6190278896,7/1/2020,4,{'model': 2020; 'device_score': 1; 'os': '},Abarrotes,,Virtual,28000,42,Aceptada,FALSE,0,1238055779,FALSE
19,F,4901165458,28/01/2020,12,{'model': 2020; 'device_score': 5; 'os': '},Farmacia,,Fisica,28000,42,En proceso,FALSE,0,4901165458,FALSE
19,F,8377639764,21/01/2020,7,{'model': 2020; 'device_score': 3; 'os': 'WEB'},Farmacia,,Virtual,28000,42,En proceso,FALSE,0,1675527953,FALSE
19,F,1863823064,28/01/2020,1,{'model': 2020; 'device_score': 3; 'os': 'ANDROID'},MPago,,Fisica,28000,42,Aceptada,FALSE,0,1863823064,FALSE
19,F,9971287346,11/1/2020,17,{'model': 2020; 'device_score': 4; 'os': 'WEB'},,,Fisica,28000,42,En proceso,FALSE,9971287346,8974158612,FALSE
19,F,7054628872,22/01/2020,9,{'model': 2020; 'device_score': 4; 'os': '},N/A,,Fisica,28000,42,Aceptada,FALSE,7054628872,6349165985,TRUE
20,F,6354846958,21/01/2020,21,{'model': 2020; 'device_score': 1; 'os': 'ANDROID'},Restaurante,,Fisica,27000,46,Aceptada,TRUE,0,6354846958,FALSE
20,F,6848545824,3/1/2020,4,{'model': 2020; 'device_score': 2; 'os': '%%'},MPago,,Fisica,27000,46,En proceso,TRUE,0,6848545824,FALSE
20,F,3452404467,19/01/2020,12,{'model': 2020; 'device_score': 2; 'os': '},N/A,,Fisica,27000,46,Aceptada,TRUE,0,3452404467,FALSE
20,F,2897266305,25/01/2020,1,{'model': 2020; 'device_score': 2; 'os': 'ANDROID'},Farmacia,,Virtual,27000,46,En proceso,TRUE,0,5794532611,FALSE
21,M,3465845211,6/1/2020,23,{'model': 2020; 'device_score': 4; 'os': '%%'},Super,Monterrey,Fisica,99000,45,Aceptada,FALSE,3465845211,311926069,FALSE
21,M,7373401792,24/01/2020,20,{'model': 2020; 'device_score': 1; 'os': '},Restaurante,Monterrey,Virtual,99000,45,Aceptada,FALSE,0,1474680358,FALSE
21,M,3138716797,25/01/2020,6,{'model': 2020; 'device_score': 2; 'os': 'ANDROID'},MPago,Monterrey,Fisica,99000,45,Aceptada,FALSE,0,3138716797,FALSE
21,M,8662378496,20/01/2020,14,{'model': 2020; 'device_score': 2; 'os': 'ANDROID'},Farmacia,Monterrey,Virtual,99000,45,Aceptada,FALSE,8662378496,1559228129,FALSE
21,M,2832662307,28/01/2020,4,{'model': 2020; 'device_score': 1; 'os': '%%'},Farmacia,Monterrey,Virtual,99000,45,En proceso,FALSE,0,5665324613,FALSE
21,M,9729337878,9/1/2020,23,{'model': 2020; 'device_score': 5; 'os': 'WEB'},Abarrotes,Monterrey,Fisica,99000,45,Aceptada,FALSE,0,9729337878,FALSE
22,M,6318958296,6/1/2020,3,{'model': 2020; 'device_score': 5; 'os': '},NA,Merida,Fisica,73000,40,Rechazada,FALSE,6318958296,5687062466,FALSE
22,M,9763313818,9/1/2020,21,{'model': 2020; 'device_score': 4; 'os': '%%'},Farmacia,Merida,Virtual,73000,40,En proceso,FALSE,0,1952662764,FALSE
22,M,7613511412,28/01/2020,18,{'model': 2020; 'device_score': 1; 'os': '},NA,Merida,Virtual,73000,40,Aceptada,FALSE,7613511412,1370432054,FALSE
22,M,6626060306,9/1/2020,16,{'model': 2020; 'device_score': 3; 'os': 'ANDROID'},N/A,Merida,Fisica,73000,40,Aceptada,FALSE,0,6626060306,FALSE
22,M,7152173519,6/1/2020,10,{'model': 2020; 'device_score': 2; 'os': '},N/A,Merida,Virtual,73000,40,Aceptada,FALSE,7152173519,1287391233,FALSE
22,M,6632336839,19/01/2020,22,{'model': 2020; 'device_score': 1; 'os': '%%'},Abarrotes,Merida,Fisica,73000,40,Aceptada,FALSE,0,663233684,FALSE
23,M,6928823661,15/01/2020,9,{'model': 2020; 'device_score': 3; 'os': '%%'},Restaurante,Monterrey,Fisica,63000,49,Rechazada,FALSE,6928823661,6235941295,FALSE
23,M,4027669376,7/1/2020,4,{'model': 2020; 'device_score': 4; 'os': '%%'},,Monterrey,Fisica,63000,49,Rechazada,FALSE,0,4027669376,FALSE
23,M,6233566392,22/01/2020,10,{'model': 2020; 'device_score': 4; 'os': 'ANDROID'},N/A,Monterrey,Fisica,63000,49,Aceptada,FALSE,6233566392,5610209753,FALSE
24,M,353094712,9/1/2020,16,{'model': 2020; 'device_score': 2; 'os': 'ANDROID'},Restaurante,,Virtual,81000,54,En proceso,FALSE,0,7061894241,FALSE
24,M,7987989242,12/1/2020,16,{'model': 2020; 'device_score': 2; 'os': 'WEB'},N/A,,Virtual,81000,54,Aceptada,FALSE,0,1597597848,FALSE
25,M,7856938166,5/1/2020,14,{'model': 2020; 'device_score': 5; 'os': 'WEB'},Abarrotes,NA,Virtual,27000,62,Aceptada,FALSE,7856938166,141424887,FALSE
25,M,7527473575,16/01/2020,13,{'model': 2020; 'device_score': 5; 'os': '},N/A,NA,Virtual,27000,62,Aceptada,FALSE,0,1505494715,FALSE
26,M,9593842695,29/01/2020,20,{'model': 2020; 'device_score': 3; 'os': '%%'},,Monterrey,Virtual,50000,32,Aceptada,FALSE,0,1918768539,FALSE
26,M,6394574484,8/1/2020,13,{'model': 2020; 'device_score': 4; 'os': '%%'},Super,Monterrey,Virtual,50000,32,Aceptada,FALSE,6394574484,1151023407,FALSE
27,F,3172962767,22/01/2020,13,{'model': 2020; 'device_score': 2; 'os': 'WEB'},Farmacia,N/A,Fisica,73000,58,Aceptada,FALSE,0,3172962767,FALSE
27,F,9993514183,3/1/2020,7,{'model': 2020; 'device_score': 1; 'os': 'ANDROID'},NA,N/A,Fisica,73000,58,Rechazada,FALSE,0,9993514183,FALSE
27,F,86424071,3/1/2020,18,{'model': 2020; 'device_score': 1; 'os': '%%'},,N/A,Virtual,73000,58,Aceptada,FALSE,0,172848142,FALSE
27,F,8618657164,2/1/2020,4,{'model': 2020; 'device_score': 1; 'os': 'WEB'},Super,N/A,Fisica,73000,58,Aceptada,FALSE,0,8618657164,FALSE
27,F,3321103325,7/1/2020,22,{'model': 2020; 'device_score': 4; 'os': '},N/A,N/A,Fisica,73000,58,En proceso,FALSE,0,3321103325,FALSE
27,F,8080745545,7/1/2020,10,{'model': 2020; 'device_score': 3; 'os': 'WEB'},MPago,N/A,Fisica,73000,58,Rechazada,FALSE,0,8080745545,FALSE
27,F,7790121649,9/1/2020,9,{'model': 2020; 'device_score': 4; 'os': '%%'},Abarrotes,N/A,Fisica,73000,58,Aceptada,FALSE,7790121649,7011109484,FALSE
27,F,7417699755,5/1/2020,16,{'model': 2020; 'device_score': 5; 'os': '%%'},N/A,N/A,Fisica,73000,58,Rechazada,FALSE,0,7417699755,FALSE
27,F,8959791528,11/1/2020,19,{'model': 2020; 'device_score': 4; 'os': '},NA,N/A,Fisica,73000,58,Aceptada,FALSE,8959791528,806381238,FALSE
27,F,1741359555,18/01/2020,18,{'model': 2020; 'device_score': 3; 'os': '},NA,N/A,Virtual,73000,58,En proceso,FALSE,1741359555,3134447198,FALSE
27,F,6602890394,22/01/2020,17,{'model': 2020; 'device_score': 3; 'os': '%%'},Farmacia,N/A,Virtual,73000,58,Aceptada,FALSE,6602890394,1188520271,FALSE
27,F,8819959251,25/01/2020,12,{'model': 2020; 'device_score': 4; 'os': 'ANDROID'},Farmacia,N/A,Fisica,73000,58,Aceptada,FALSE,176399185,7055967401,TRUE
27,F,9498852539,2/1/2020,12,{'model': 2020; 'device_score': 4; 'os': '%%'},,N/A,Fisica,73000,58,Aceptada,FALSE,0,9498852539,FALSE
27,F,7836063584,7/1/2020,5,{'model': 2020; 'device_score': 1; 'os': '},Abarrotes,N/A,Fisica,73000,58,En proceso,FALSE,0,783606358,FALSE
27,F,5858122951,12/1/2020,4,{'model': 2020; 'device_score': 3; 'os': '},NA,N/A,Fisica,73000,58,Rechazada,FALSE,0,585812295,FALSE
27,F,3510335439,8/1/2020,7,{'model': 2020; 'device_score': 1; 'os': 'ANDROID'},Farmacia,N/A,Virtual,73000,58,Aceptada,FALSE,0,7020670877,FALSE
27,F,7975858862,6/1/2020,2,{'model': 2020; 'device_score': 5; 'os': '},NA,N/A,Fisica,73000,58,Aceptada,FALSE,0,7975858862,TRUE
27,F,3955001804,14/01/2020,10,{'model': 2020; 'device_score': 3; 'os': '%%'},Restaurante,N/A,Virtual,73000,58,En proceso,FALSE,0,791000361,TRUE
28,F,1323642777,24/01/2020,8,{'model': 2020; 'device_score': 2; 'os': '},N/A,NA,Virtual,46000,38,Aceptada,TRUE,1323642777,2382556998,FALSE
28,F,6484516695,5/1/2020,13,{'model': 2020; 'device_score': 5; 'os': 'ANDROID'},NA,NA,Virtual,46000,38,Rechazada,TRUE,0,1296903339,FALSE
28,F,174838368,30/01/2020,10,{'model': 2020; 'device_score': 4; 'os': 'ANDROID'},,NA,Virtual,46000,38,Aceptada,TRUE,174838368,3147090623,FALSE
28,F,1450330966,30/01/2020,6,{'model': 2020; 'device_score': 3; 'os': 'WEB'},Farmacia,NA,Fisica,46000,38,Aceptada,TRUE,1450330966,130529787,FALSE
28,F,915122577,14/01/2020,4,{'model': 2020; 'device_score': 5; 'os': '},N/A,NA,Fisica,46000,38,Aceptada,TRUE,0,915122577,FALSE
28,F,3114640855,4/1/2020,16,{'model': 2020; 'device_score': 5; 'os': 'ANDROID'},MPago,NA,Fisica,46000,38,Rechazada,TRUE,0,3114640855,FALSE
28,F,1407517963,30/01/2020,5,{'model': 2020; 'device_score': 4; 'os': 'WEB'},Restaurante,NA,Fisica,46000,38,Aceptada,TRUE,0,1407517963,FALSE
28,F,557697458,30/01/2020,6,{'model': 2020; 'device_score': 2; 'os': 'ANDROID'},Restaurante,NA,Virtual,46000,38,Aceptada,TRUE,0,1115394916,FALSE
28,F,9792473925,11/1/2020,1,{'model': 2020; 'device_score': 3; 'os': '%%'},MPago,NA,Fisica,46000,38,Aceptada,TRUE,9792473925,8813226532,FALSE
28,F,5017734474,9/1/2020,15,{'model': 2020; 'device_score': 4; 'os': '%%'},NA,NA,Virtual,46000,38,Rechazada,TRUE,5017734474,9031922052,FALSE
28,F,4210491592,19/01/2020,18,{'model': 2020; 'device_score': 3; 'os': 'ANDROID'},NA,NA,Fisica,46000,38,Aceptada,TRUE,0,4210491592,FALSE
28,F,3500045899,27/01/2020,6,{'model': 2020; 'device_score': 3; 'os': '%%'},N/A,NA,Virtual,46000,38,Rechazada,TRUE,3500045899,6300082619,FALSE
28,F,542380919,27/01/2020,4,{'model': 2020; 'device_score': 1; 'os': 'WEB'},Farmacia,NA,Fisica,46000,38,Rechazada,TRUE,0,542380919,FALSE
28,F,6511433538,24/01/2020,18,{'model': 2020; 'device_score': 5; 'os': 'ANDROID'},Farmacia,NA,Virtual,46000,38,Aceptada,TRUE,0,1302286708,FALSE
